,Unnamed: 0,Reviews,actionable_value
887,4517,Love this place!   I have been fortunate to never have a bad meal!   Been going to the Dal Rae for over 20 years at least 2 times a year and have alway had top notch service!,1
888,4518,"Dal Rae has been one of my very favorite restaurants for many years.  My girlfriend and I went there to celebrate my birthday.  We were seated as soon as we arrived in one of their large, comfortable booths.  Our server, Michelle, was terrific.  She was pleasant, upbeat, informative, funny and very attentive - a true professional, and the kind of server one would expect at a very nice restaurant.  I ordered the ""surf and turf.""  The pepper steak was excellent as always, but the Chilean sea bass was a wonderful surprise.  I expected it to be good, but it was far better than that.  It was cooked to perfection and very tasty.  The chocolate covered strawberries infused with Grand Marinier were a nice, refreshing way to end the meal.",0
889,4519,"Food is absolutely OUTSTANDING, service is friendly and right on top of it, and, generally, a very fine place to REALLY feel good about both while you are there and after you leave.",1
890,4520,"food always excellent with a great menu of multiple items. Great steaks and sauces, duck, liver, fish. Love the twice baked potato with all the trimmings.",1
891,4521,Ordered the famous pepper steak....outstanding!  Wonderful place.,1
892,4522,"You will not find a better steak or seafood anywhere in Orange or Los Angeles County!!!!  My husband's favorite is the Filet Pepper Steak always perfectly cooked tender and moist. My favorite is Chilean Sea Bass A'La Ben, Parmesan encrusted with grilled onions. We've tried lots of high-end restaurants and you just can't get any better than the Dal Rae!  Great old steakhouse ambiance.",0
893,4523,"love this place.  The food is top-notch.  They have a ""classic"" menu, with items that you may remember, but haven't seen in a long time.  The service was great.",1
894,4524,Pretty good restaurant in the heart of Pico Rivera.  Upscale steak house.  Great service.,1
895,4525,"The Dal Rae was amazing and exceeded all my expectations. The good was delicious and the service and ambiance were perfect. I would recommend it to my family and friends for a special occasion treat. We went on a Wednesday and it was busy, so I recommend reservations for any visit. Can't wait until our next visit!!!",0
896,4526,"Excellent dining experience, the fkavkr of the food was superb.   I had filet minion and lobster,  the lobster was incredible, so good and hug, I couldn't finish it-  WoW so soo good!",1
897,4527,"Hadn't been to Dal Rae in several years. Celebrated our 39th anniversary . Excellent service, food and ambiance.
It was just as I remembered it!! Will definitely go more often!",0
898,4528,"The Dal Rae is one of my wife's favorite restaurants, and have come here for her birthday for the last 6 years. This year was another great experience. Thanks to all the staff.",1
899,4529,Haven't been to Dal Rae in a long time.  Food was better than remembered and not too pricey.  Will definitely be back.,1
900,4530,"My parents loved the Dal Rae when I was growing up Whittier.....it remains, as always, a wonderful dining experience.  The most recent renovation is quite nice as well.",1
901,4531,Dal Rae serves the BEST Filet there is.  The Hearts of Romaine Salad is WONDERFUL. The service is SPECTACULAR.  Wonderful place to dine with your better half.,0
902,4532,"The Dal Rae is always great and the service is excellent, we are never disappointed.  When we have gone for holidays we are never rushed and they always have something special.  If you want a great meal and great service this is the place!",0
903,4533,We took our mother for dinner.  She loved the service and especially the food.  She commented on how everything was so fresh and cooked to perfection.,0
904,4534,Went for Mother's Day. Very nice ambiance. Was seated right away and service was very good.,1
905,4535,"Dining at Dal Rae takes you back to the '60s.  The food, the ambiance, the table-side preparation of classics like Caesar salad, crepes Suzette.  The entrees from that era are all there.  Lobster Thermidor, Veal Marsala, pepper steak.  The guys from Mad Men would love it!  Great cocktails!!",1
906,4536,"The Dal Rae's signature pepper steak and seabass are to die for. All of their vegetables are super fresh.
The service is impeccable.
The ambience... feels like you're in an episode of Mad Men.",0
907,4537,Dal Rae has an amazing menu with great food. We dine at Dal Rae for many different occasions. I highly recommend trying the prime rib.,1
908,4538,"Always good food, accommodating and friendly service",1
909,4539,"This restaurant is perfect for that special dinner when your celebrating an anniversary, birthday.  The ambiance is perfect, old school.  Love the Cesar salad prepared table side, the deli tray is the trademark of the Dal Rae.  I've been to the Dal Rae about 6 times, and I've ordered the Peppered Filet Mignon every time... it's that good.  The bartenders have a heavy hand, so if you're looking for a stiff drink, this is your spot.  Best time to try out the Dal Rae is during LA Restaurant Week, it's usually crowded but worth it.",0
910,4540,I have been going to th Dal Rae for many years and I have always found their food consistently wonderful. The service has always been perfect along with being very helpful when discussing the menu. I would say the Dal Rae is like the old dinner house of the past but yet modern in every other way. I will be going back soon.,1
911,4541,"This place is awesome, and is a perfect place to meet friends from Orange County and Los Angeles (it's about a 45 minute drive).  I was introduced to this place a few years ago, but my 82 year old father knew of it from the ""old days.""  If you're looking for classic steak house food, good portions at a reasonable price (it's not cheap, but relative to Maestro's or some other place it's a bargain and you will not feel cheated).  If you're old enough to remember Chasen's and Scandia you'll love this place.  My wife and I had the filet mignon which was cooked perfectly and our friends shared the rack of lamb that they loved.",0
912,4542,"Came here for a business/social dinner after staying away after our last,âless than anticipatedâ experience.  We must have just hit Dal Rae on an off night, because they knocked it out of the park on this trip.  The drinks are poured old school.  The wait staff made outstanding recommendations and were willing to change up the menu to fit our desires that night.  Lorin, thank you, thank you, thank you!!!  I just wish you all were closer to Huntington Beach, but we now have a new favorite.  Well done folks!",0
913,4543,I have been coming to this place since I was a kid. I came for lunch with a client. I have never been for lunch and was looking for something not as heavy. Lunch crowd a little more casual but food and service was just as good.,1
914,4544,"Our dinner was excellent....our server, Jackie, was very good...very attentive, efficient and helpful.  The food was brought to us timely and we did not feel at all rushed to complete our meal.  Although the tables in the restaurant were occupied, the noise level was not a factor with our conversations at all.",0
915,4545,"I've been coming here since I was a kid. It is so nice to know that some things never change. This is truly a classic dining experience. We started with Martinis in the bar. At the table we had the escargot. My girlfriend never had them and agreed it was one of the best things she ever ate. Then we cleansed our palates with the chilled crab claws. So delicious. Then we split the ceasar salad, made table side. Another great compliment to the meal. After that we split the Filet Mignon. Every bite was amazing. Take it from me, finish the meal with the Bananas Foster, again made table side. Unforgettable.",1
916,4546,"I have never been to the Dal Rae when it wasn't top notch.
We always have a terrific time and the food, servers, etc. are wonderful",1
917,4547,The food was exquisite and the service was perfect. A wonderful place to visit with old friends....the restaurant is actually quiet enough to hear your conversations. The booth was so comfortable. I wish this restaurant was in MY neighborhood as it takes a very long and crowded freeway drive for me to get there.,0
918,4548,"This restaurant was a great find and I am very glad that we found it. Im only sad I did not find it earlier. Go, Have a great time and enjoy you're self.",1
919,4549,"I've been going to the Dal Rae for special occasions for the last 30 years and the food--every single time---is perfectly prepared, and the staff is super attentive.",0
920,4550,"The Dal Rae is one of the true gems of LA dining. True to its origins, and serving the best steaks in the city wiht an ambiance that is irreplaceable.",1
921,4551,"The food is always great. Fresh and the highest quality. Love the Cesar salad made at the table!
Love the crowd.",1
922,4552,Great food and friendly service.,1
923,4553,"Took a good customer there for lunch, he was so happy with service, food, ambiance that he started suggesting more items we should sell him. While we were there two friends came in with separate parties got to say hello. Definitely a good place for entertaining.",0
924,4554,"I loved the leather booths and the rich wood walls- but most of all the food. We had a party of five and each one of us loved our dishes. The Caesar Salad, made from scratch, was one of the best I have had in years. The couple that shared the Steak Diane said it was one of the best ever. My Pepper Steak was delicious, cooked to perfection, and I ate everything to the last bite. Ger's- Osso Bucco was tender with a flavorful sauce and he couldn't stop raving about it. They don't make restaurants like this anymore. I wish it was closer to home. but well worth the one and half hour drive.",0
925,4555,"Went here for my husband's birthday. I was hesitant at 1st because of its location but it turned out really nice. The prime rib was amazing and the portion was bigger than I expected. My husband really liked his prime rib, juicy and tender. My son ordered frog legs and was surprised that there were 4 legs on his plate. We ordered the cherries jubilee for dessert which they prepare table side which was a nice show and provided a complimentary Birthday dessert for my husband and sang "" Happy Birthday"". We left stuffed considering they give you complimentary bread and relish dish.",0
926,4556,"My husband and I went to Dal Rae for Valentine's Day, and had such a wonderful time that we returned for our anniversary a month later. A rare gem with tableside preparation. Their signature pepper fillet is huge and melts in your mouth. I would recommend any of the tableside prepared dishes, espeically the Cesaer salad and Bananas Flambed. The bananas dish is different than Bananas Foster as they prepare a caramel tableside and it hardens over the ice cream. It may be one of the best desserts I have ever had. And then there's the Cesaer- Yum! I cannot say enough about the service. You wait for nothing, yet they are not intrusive-just friendly and attentive. Finish off your evening with a night cap at the piano bar in the lounge.",0
927,4557,"We had a lovely birthday celebration lunch at the Dal Rae......the cuisine was outstanding, as always, and the service was impeccable......highly recommended!",0
928,4558,"I've brought a friend and she thought the service, food and atmosphere was excellent. She enjoyed the feel of the place. She will be coming back with her friends.",1
929,4559,No better place to dine! Every thing is fantastic!,1
930,4560,"Tucked away on Washington Boulevard this gem serves the best Caesar salad north of the border. We've been several times and have never left disappointed nor had a meal not fit for a king. Ambiance is nice, leaving you feel as if Sinatra, Martin, Davis should be sitting in the booth next to you.",0
931,4561,We enjoyed the relaxed feel of this place comfortable seats and ease of communicating with each other without the noise usually found in other restaurant. Food was cooked to our taste. Will be coming back with other friends.,0
932,4562,"Old school steak house. Dark wood and comfortable booths. We got a table. Crowded that night so loud. Four other tables next to us also celebrating b-days. Order the Washington Apple martini. Known for the steaks, so one person ordered chicken. Started with the wilted spinach salad, enough for 4 people. Chicken person didn't like the meal due to the sauce. 3 others got steak, mmmmmmmmm good. If you go, MUST order Grand Marnier Souffle for dessert. Decadence in a white pot.",0
933,4563,"The Del Rae is a true gem. After so many years in business it still has the same charm, great food, great service and the best piano bar in town! We will definitely be back and recommend this restaurant to everyone!",1
934,4564,"Coming to Dal Rae is like stepping out of the hustle-bustle world we live in and stepping back to a calmer, 3 martini lunch kind of world. The atmosphere is fantastic, top notch service and many patrons are greeted by name. The food is just as wonderful, had the filet and the hubs had swordfish. Both were thick, hearty portions of perfectly flavored protein. The mashed potatoes were fluffy and delightful, the asparagus was the right mix of cooked but still crunchy...too bad we were too full for dessert! What a gem this place is!",0
935,4565,The quality and consistency of the food and experience at the Dal Rae make for a wonderful evening every time.,1
936,4566,"It never changes, it's always a nice place to take friends",1
937,4567,This was my 2nd time here. My parents and grandparents use to come years and years ago together. My Mother is the only one left that is alive and we brought her here for her 83rd Birthday. Everything was as she remembered it and brought back many good memories. The service and food was excellent. My husband brought me here for our first wedding anniversary last New Years Eve. It was just as good that night as well!,0
938,4568,The service was very good. The food was even better. I recommend this to all my friends.,1
939,4569,"I had only been here once before and I must say, the experience gets better each time. We were dining for a sisters night out, celebrating a birthday and everything was great. The wait was minimal and we did not mind at all as the bar is welcoming and the service was great. The patio area is so nice and relaxing. The dining room was busy, but we were never waiting for anything. The food was FANTASTIC and we ordered a lot. I cannot say enough about how great this dining experience was. I will definitely be back.",0
940,4570,"This blast from the past is a welcome pleasure. Owner works the floor most every night taking care of guest and managing the store. I think the selection of menu items, corresponding prices and quality of food is a great value. Often it seems I pay more for less in at other establishments. Give Dal Rae a try I'm certain you will not be disappointed.",0
941,4571,"I have been at Dal Rae many times. Always a pleasure with great food and wonderful service. We were celebrating a belated Valentine's Day with a couple of friends. The restaurant was quite full for a weekday lunch so I believe others are of the same opinion that Dal Rae is an exceptional restaurant. The restaurant does not serve free garlic bread during lunch, but does during dinner. If you are there for lunch, be sure to order the garlic bread.",0
942,4572,"Love Dal Rae a true gem. Food is always fabulous and service is terrific. This is a true favorite of
ours.",1
943,4573,Dal Rae is one of our favorite restaurants and the chateaubriand is like none we've ever had.,0
944,4574,I've been here several times and this place never ceases to deliver on quality and service. I look forward to dining here again in the near future.,1
945,4575,"Great place! Pepper steak was excellent; New York prime was outstanding. Oysters Rockefeller, lobster bisque, garlic mash, scallop potatoes; everything was outstanding.",0
946,4576,My husband and love the dal Rae we recommend it to all our friends and family..,1
947,4577,Food was fantastic and service was fantastic even being Valentine's day service was fantastic!!!,1
948,4578,"We go there every year to celebrate Valentine's!
my Husband really enjoys the Steaks medium rare, and I love the Salmon!",0
949,4579,"This restaurant is phenomenal!! Perfect atmosphere for the perfect tasting food!! Then the drinks compliment the food perfectly, everything was perfect!!",1
950,4580,This was my first time going and I will look forward to returning. excellent service our server was very attentive. .,1
951,4581,"Fantastic lunch of crab Louie (real crab with NO shell and real Louie dressing). Rose, our waitress, was helpful with explaining things and caught the bartender's mistake of pouring a vodak instead of gin bloody Mary. She and the bus staff were very attentive without bothering us so that we could enjoy our lunch. They had been closed to refurbish AND they did it without spoiling the wonderful vive that makes Dal Rae so special. Thanks you for a wonderful meal and can't wait to return.",0
952,4582,"I have been going to the Dal Rae for years, it is a wonderful place to take friends and family for special occasions and sometime just for a drink and appetizers. Loren who is one of the owners is always there to greet you.",1
953,4583,The Dal Rae is always terrific! The food is delicious with many options for the way you want it prepared; the serviers are very attentive; and the atmosphere is beautiful. Great place for a celebration or just a fun time with friends!,1
954,4584,"Food was awesome as usual, I orderedm their peper steak and got an awesome cut. I love their profesional service. Our waiter was so kind and very helpful. The chef cooked my steak well done and full of flavor I could eat here every night, the shrimp scampy is amazing with their garlic butter sauce I could eat two orders. I had flowers delivered to the Resturaunt for our 17th anniversary (3rd anniversary in a row we celebrated there). I had a booth reserved for us and they had the flowers their ready to go and made the evening special. I can't complain about the food not one bit, as our pallet is addicted to their food!! They could probably get away with charging me triple as I would gladly pay! Thank you again Dal Rae!",0
955,4585,Food was great and staff was very attentive!,1
956,4586,The service and food at this long time icon is consistently excellent.,1
957,4587,WE HAVE BEEN DINING AT THE DAL RAE FOR MORE THAN 50 YEARS. WE GO WHEN WE FEEL LIKE THE DRIVE OR JUST CRAVE THE LOBSTER THERMODORE.,1
958,4588,The dinner was amazing and the service was excellent. We were seated right away and were seated close enough to the music.,1
959,4589,"This is my third time having dinner at Dal Rae. I was impressed again. The server was polite and personable, the bar tender was friendly, and the food was perfect. This is a great place to go if you love steak and seafood. I will definitely visit them again. It was a pleasurable experience.",1
960,4590,"This place has been at this location since 1958, that tells you something. They make the best steak, period!",1
961,4591,"Went to Dal Rae during Dine LA and had a great dinner. The food and service were excellent. It had been about two years since I had last been there, and it was just as great as I had remembered. My steak was tender and flavorful, and the Caesar salad made tableside really stood out! I hightly recommend this restaurant.",0
962,4592,"As usual the service is impeccable from the parking
attendants to our server. Monte Cristo
Sandwich is another hit!",1
963,4593,"Great steak great cocktails and great atmosphere
The only reason they were a little slow is because they were a little understaffed
None the less great place for a fancy dinner.",0
964,4594,This is a restaurant that we keep coming back to because of the great food and local/convenient venue.,1
965,4595,Twicw we've come and the experience has been worth the long drive.,1
966,4596,The food and service were outstanding.,1
967,4597,"I'd come back here in a second. Went for DineLA 2014. Welcome was nice. Food was delicious, bus boys were friendly, our waitress was indifferent yet efficient. Tried to be friendly with our server, we were just a number to her - so I gave a rating of 3 stars (good). Everything else def 5 stars. Love the old school kinda vibe you get here. Also, please dress business casual if possible as that is what is requested, At dinner service we saw someone in shorts. Wtf buddy?!",0
968,4598,The food was delicious! We had the DineLA preset menu and it was a ton of food. It did take a while for the food to come out but we appreciated that the wait gave us time to digest one course and be ready for the next. The crab stuffed mushrooms were amazing. The quality of the crab meat made them so good. I've had stuffed mushrooms before at other seafood restaurants but this was the read deal. Real crab was used and that gave the stuffed mushrooms a great flavor. The other great part of the meal was the garlic mashed potatoes. I enjoyed every bite of them! I tried something new this time at the Dal Rae and I was not disappointed. I highly recommend the veal!! And as always I love the heavy hand pour from the bar!,0
969,4599,Seated us right away and took our drink orders.The food took time but was worth the wait.Well never see dessert the same after their banana flambe =),1
970,4600,"This neighborhood gem is stylish and vintage all at the same time. The food is delicious and it gives off the Mad Men feel of the 50s and 60s. It's classy and romantic. However, valet is required, and though it's not much, it's an unexpected cost. The bathroom was being remodeled but I was assured the inconvenience of a temporary bathroom would be overwith in a day. Overall I loved it.",1
971,4601,Dal Rae is an excellent restaurant. At this time it is undergoing renovations so it isn't up to its usual ambience standard but I am sure it will be lovely when it is done. Food and service still excellent.,0
972,4602,"This venerable restaurant never disappoints. Always busy for a reason. Not inexpensive but the quality is worth the price. We usually go for lunch but because of a birthday a dinner was most appropriate. 4 different groups were also celebrating birthdays while we were dining, so I guess this is a special occasion restaurant. Everything we have ever ordered here has been delicious, so even though we have a few good restaurants closer to us we make the hour + drive once a month.",0
973,4603,"The Dal Rae has earned its exceptional reputation over the many years serving discriminating eaters. AND, it is almost the only place to get a perfect souffle. They cater to the individual diner and the chef prepares each dish to please the pallet and eye. The only negative at all is the noise level and you cannot escape that anywhere you go. I love the Dal Rae.",0
974,4604,"I GREW UP IN THE AREA AND HAVE DRIVEN PAST THE DAL RAE ON NUMEROUS OCCASSIONS. I HEARD THRU FRIENDS THAT THE FOOD WAS EXCELLENT. THE WIFEY'S PARENTS WENT THERE BACK IN THE DAY AND THEY LOVED IT. SO FOR OUR FIRST ANNIVERSARY I TOOK THE WIFEY AND SHE LOVED IT, I LOVED IT! RAN INTO SOME PEOPLE I KNEW, THE SERVICE WAS EXCELLENT! WE ARE DEFINATELY GOING BACK!",1
975,4605,"Wonderful food and great dÃ©cor. A great holiday or special lunch place. Great for romantic or business lunch. Food is great, service very attentive. Recommend later lunch for more intimate feel.",0
976,4606,"This is a classy, older-style restaurant that we like to go to for special occasions (due to the expense, otherwise we would go more frequently!). The pepper steak is outstanding, the martinis are excellent and we have found the service knowledgeable, friendly and efficient. I recommend ordering both the Grand Marnier and the chocolate dessert souffles--they are delicious together. Parking is only valet, with a $3.50 service charge. That adds to the ""specialness"" of the outing for me.",0
977,4607,This restaurant is one of the last establishments from a fabulous era- Great ambiance- food- service- one of the best!!,1
978,4608,Great high quality food well prepared and gracious service. And nice people in management and on the wait staff to boot. You can't do any better for a special occasion than this fine restaurant.,0
979,4609,"Our tradtional Christmas Eve dinner at Dal Rae was wonderful. We have been coming for many years and it has always been a wonderful, special, delicious dinner and evening. First of all, the staff and servers are so wonderful, they make everyone feel special. Next, the food is spectacular............never been disappointed yet! The Seafood Platter is beautifully displayed with fresh oysters, shrimp, Ahi tuna, crab. A favorite dish is the Chilean Seabass which is cooked to perfection. Needless to say, we will continue our Christmas Eve tradition, we know it will alway be special.",0
980,4610,"My party of 3 enjoyed our annual Christmas lunch at Dal Rae, as usual the service and food were excellent. This year using Open Table we were seated immediately upon arrival, literally went from our car to our table no waiting. Awesome!! The Sea Bass & Filet were incredible as usual.",0
981,4611,"We love the old charm of the Dal Rae, including the relish tray served when you are 1st seated. Our table raved over the fresh bread as well as the garlic toast. The Chilean sea bass was outstanding, as was the whole lobster tail. The service was perfect, not hurried & very friendly.",0
982,4612,Our experience at the Dal Rae was nothing less than awesome. From the moment you arrive you are treated wonderfully. The food is as always the best. The spinach salad and lobster thermidor were the best!!!,1
983,4613,I love this place - one of my favorite old school places,1
984,4614,"Went to Dal Rae with a friend for our annual December blow-out. The food was wonderful; iceberg salads, oysters, pepper steak and prime rib. The prime rib was better than Lawry's, buttery and slightly salty with a mild, creamy horseradish. The menu, reminiscent of 1968, is fabulous. This must be the last place in Los Angeles that serves lobster Thermidor. Probably the best thing about Dal Rae, after the great food and excellent, attentive service, is the clientele. This is the real Los Angeles, people who work hard and then go out for a great meal to celebrate, as opposed to Westside pretention. This is the best restaurant in the greater L.A. area- go there and discover it for yourself.",0
985,4615,"We have been coming to Del Rae's for over ten years to celebrate our anniversary and birthday. One of the things we look forward to most is being waited on by Monica and seeing some of the staff members that have been at Del Rae's for many, many years. We exchange stories about our growing families and Monica treats us like we were extra special customers. We always have the prime rib and no other steakhouse has ever been able to compare to the quality and taste.

During the Christmas season, the restaurant is decorated to the tens in lights and beautiful floral arrangements. It really gives you the feeling of Christmas. Thank you again, Del Rae's and we hope to be enjoying your restaurant for at least another ten years!!!",1
986,4616,Food is always great and service as well. Decorations beautiful to put you in the holiday mood.,1
987,4617,"I have been coming to the Dal Rae for about 9 years now and it never disappoints! The food is always cooked to perfection and the service is impeccable! The holidays are a great time to visit the restaurant as it is decorated so beautifully for Christmas! Twinkle lights and gorgeous decor everywhere! It is so beautiful. The perfect spot for a holiday gathering! They have a limited menu during the month of December so I tried the poor mans pepper steak lunch. Huge well seasoned ground beef steak, mashed potatoes and asparagus. Absolutely delicious and way too much for one person to eat. They get 5 stars from me for the consistency in serving amazing food and service that is second to none!",0
988,4618,"Dal Raes Pepper Steak is flavor full and their crab cakes just melt in your mouth. The service is great. We arrived early with a reservation, almost 45 minutes and they sat us right away.",0
989,4619,"Dal Rae was over the top--great bar and attentive bartenders, wonderful waitress and busboys, highly decorated for the season, and best of all, fantastic food. The prime rib was a large portion cooked exactly as asked-It couldn't have been better. The veal was fork tender. Can't wait to go back!!",0
990,4620,"Whenever we want great American food (steak or prime rib) and a nice atmosphere, we go to Dal Rae. The quality of the meat is outstanding and the staff is very helpful and friendly. Highly recommend for romantic dinners for two or large groups.",0
991,4621,I have dine at this establishment for over twenty years and have never been disappointed. Always a great experience.,1
992,4622,Steak Diana,1
993,4623,"It was our 30th anniversary. We had always heard this place was really good. That was an understatement. We were seated as soon as we walked in. Our waitress (Michelle was her name, I think) was so polite and friendly, and very attentive. The relish tray and bread were a great start. I had the pepper steak, my wife had the duck. Both were delicous. For dessert, the chocoalte souffle was awesome. This place will be a place I go back to for special occasions often. I really liked the Christmas decorations too ! I actually could not find anything I didn't like, and I tend to be a bit picky.",0
994,4624,Dal Rae is the best! Always consistent in food and service! My very favorite place!,1
995,4625,Excellent food and service! Food prepared as requested and served hot.,1
996,4626,This is a favorite restaurant for birthday celebrations and any other special occasions. The gourmet dining is unsurpassed and the service is truly outstanding!,1
997,4627,Fantastic! Consist in all areas! Staff are excellent!,1
998,4628,Dal Rae Rest is so nice it puts most other restaurants to shame. The Service is exemplory and the food is the BEST. It is a great place to take a loved one or a Foody.,1
999,4629,"The Dal Rae has been around for decades and still maintains its old school roots while keeping contemporary. This is the place to get lost favorites like lobster thermador and classic favorites like filet mignom. I save this restaraunt for special occassions since it is not just a meal but an experience in how dining used to be. The wait staff are friendly and experienced and the manager checks on each table, not because he is told to, but because he is genuinely interested.",0
1000,4630,"The Dal Rae has long been noted for their pepper steak, which is a unique assemblage of peppers, green onions slightly grilled in the juice of the steak. Delicious in its own right. But, in recent years I've found that their aging of the steak, for me it is always the New York strip steak, has made it a complete delight in and of itself with the special taste of the New York strip together with the buttery texture of the filet mignon. My wife had the shrimp scampi and compared it in quality with the same dish at the Hungry Tiger Restaurant of years past, which is rare praise indeed. All in all, a memorable experience and one we'll look forward to repeating soon.",0
1001,4631,"If you love superb, tender and flavorful steaks, this is where you will find some of the best. My petite filet mignon was a nice, generous size and one of the most tender filets I have ever had anywhere. My friend ordered the rib eye. She has dined at the best restaurants all over the world and said her rib eye was ""exceptional"". All the side were excellent, as well as the desserts. A wonderful dining experience!",0
1002,4632,Great dinner and service. The food was excellent. I like the way they cater to you. Would definitely come back again.,1
1003,4633,"This is an absolutely wonderful restaurant for special occasions, lunch or dinner. The menu is extensive and everything is prepared to perfection. We loved the French Onion soup, zucchini appetizers, and seafood entrees including scallops with hollandise sauce that were to die for! And the dining staff were all so warm and welcoming.....we felt completely pampered with the exceptional service.",0
1004,4634,"The food is excellent, the quality is there, the people are WONDERFUL, the atmosphere is GREAT, and it's just FUN to be there!!!
The place to go for special occasions or just fun.",1
1005,4635,"The place was absolutely jammed because of a wake for a local high school sports coach, but the service was enthusiastic and friendly. I had the pepper steak which is terrific. It's a long drive for me, but I still enjoy coming here to share the experience with friends.",1
1006,4636,"A group of us have begun a tradition of getting together to celebrate the birthday of a dear friend who passed away from cancer a few years ago. This year we decided to finish our day of celebrating and remembering at the Dal Rae. The service was superb. Thank you Michelle M. And, the food was terrific!",1
1007,4637,"I have been going to the Dal Rae for years and I always leave satisfied. It is classic dining at its finest. The quality of the meat, seafood, service and ambiance is superior.",1
1008,4638,"If you want good food and good service, Del Rae is the place to go. Have not had a bad meal.",1
1009,4639,"We had a most enjoyable evening at the restaurant and would definitely recommend the place to all our friends. Our meat were slightly overcooked; however, was still delicious. Both the rack of lamb & prime rib is a must try. Our waiter, John is outstanding and truly deserves the best waiter award.",0
1010,4640,Wonderful as always. 55 years of practice has made for a perfect evening. Restaurant itself is a step back in time with outstanding current vibs. Warm hostesses and bartenders. Drinks were not a short pour. Wait staff who are knowledgeable and attentive. They anticipate without being in your face. We split the house salad. Then we had their anniversary special prime roast beef which melted in our mouths. It was served with baked potatoes (our choice) and asparagas. Wine list was reasonable with many choices. Can't wait to return!!!,0
1011,4641,"We had another outstanding dinner. First time for Dal Rae Prime Rib and it was delicious. Great service, will be back very soon.",0
1012,4642,"We were celebrating my husband's birthday. The server was GREAT!!! Food was fabulous, and our overall experience was superb. Thank you Dal Rae!",0
1013,4643,Been going to Dal Rae for about 25years. This place never disappoints. My highest regards to the owner and staff for maintaining their level of service. My last visit the restaurant was busy; but our server made you feel you were the only ones in the place.,0
1014,4644,"Great ambiance, food,and service",1
1015,4645,Everything is always fantastic. You cannot go wrong.,1
1016,4646,"We celebrated our 43rd wedding anniversary at the Dal Rae.
The service, food preparation and presentation, wine and overall experience was outstanding.
We will return.
Thank you for making our anniversary memorable.",0
1017,4647,Really great resturant would highly recommend. Can't wait to go back.,1
1018,4648,We try to attend this event every year. Plus we go there irregularly regular. It was a much older crowd than were used to because we usually roll in around 8:30PM. Our reservation was 6:00PM and we were sat right away and food came promptly. And it was very good.,1
1019,4649,The service was great as usual. The dinner was amazing. The party of 4 had salmon and enjoyed every bite to the end.,0
1020,4650,"Excellent food, excellent service, salads prepared for you tableside as well as hibachi cooked foods including dinners for two or any flamed dessert such as their bananas foster with peaches served a la mode. Yummm!!!",1
1021,4651,"Dal Rae is one of my favorite restaurants. Great food, service, ambience.",1
1022,4652,"A great place for our anniversary. Quiet, dark ambience with 5 star service and food quality. Well worth the expense",0
1023,4653,"Our food especially my pepper steak was outstanding. Old style food that's hard to find now, like Lobster Thermador. Awesome meal!",0
1024,4654,"I grew up hearing grown ups talk about ""the Dal Rae"" in reverent terms....for example ""it was our anniversary, so of course, we went to the Dal Rae""....the response was always ""well of course, good choice"". So, I knew that I would enjoy it once I became an adult but it is even better than I expected. The Dal Rae is like the person that you meet that you know has gobs and gobs of money but doesn't ""need"" to show it off. The service was attentive but not annoyingly so, the food was delicious! but not so sophisticated that I had to ask what it was made of and the ambiance....understated elegance. The Best!",1
1025,4655,We come to Del Rae on special occasions to treat ourselves to the prime rib. It literally melts in your mouth. We get the regular cut so we can have enough leftovers to enjoy it the next night. Even our puppies get a taste of the good life. We hope that Del Rae will be here for many years to come.,1
1026,4656,The Dal Rae is the best! Richard makes everyone feel welcome and does a terrific job of table-side specialties. Even the parking attendants are the best! Wonderful food; terrific service; all round great place!,1
1027,4657,"Dal Rae is one of the few restaurants that is from a bygone era , still serving Caesar salad made tableside , lobster Thermidor and chateaubriand you get the picture. Service is friendly treat you like family . I had the Dover sole a classic pan fired lightly breaded with a soft butter sauce"" outrageous"" . The crowd is all age groups from 12 to 100 . The restaurant is a classic 1950 Googie style architecture both in and out could use some remodeling as it is getting old . As I live in century city I always look forward to going to this gem in Pico Rivera its worth the 25min drive for a special occasion .",0
1028,4658,"Excellent food, excellent service, and consistent. This is what the Del Rae is. The part owner and host, Lauren makes you feel like family. Our waitress, Jennifer was outstanding. The Steak Dianne was the best I have ever had. Fresh fish is always available. The menu offers many outstanding entrees, and It has a great bar. We have been frequenting this establishment for the past 30 plus years. If you have never tried it, you are missing something that one should not miss.",0
1029,4659,"Outstanding!!! The Seabass absolutely melts in your mouth. The Shrimp scampi was done to perfection as were the Scallops. The filet mignon was so tender you could cut it with a fork! The frog legs were very tasty as well. The wine selection is very resonable and large. Also must recommend the garlic mashed potatoes and the garlic bread, both excellent.",1
1030,4660,I've had the privilege of coming here for 45 years. Thanks for helping me celebrate my 53rd birthday.,1
1031,4661,Very nice restaurant offering wonderful food and great service. Prices are higher than average so would recommend the ocassion be on the special event side. I have the sea bass and it was wonderful as was my co diners filet minon. The wine by the glass menu included Far Niente Chardonnay! So nice to have that option. Over all I had a wonderful experience.,0
1032,4662,"Dal Rae, excellent as always. This time, our server, Michlle was particularly noteworthy. She was a true service professional. My wife and daughter cannot have gluten. Michelle was knowledgeable and worked with the kitchen staff to ensure that the food and various ingredients complied ith their needs. Really terrific to experience in this era of sub standard service at so many establishments. We are real fans of this old reliable establishment,",0
