,Reviews,trial_1,trial_2,trial_3,trial_4,trial_5
359,"It has been over 20 years since I have dined at Dal Rae. It was a family favorite back in the day, a lovely surprise because of the location. The restaurant is a bit run down now, and the dining room is very crowded and smaller. We moved to the bar area after terrible awkward service in the dining room.  The bar area has great bartenders, TV's with sports on, and live music. Much more festive and quaint. The food was like any steakhouse. It is too bad the restaurant has lost it's old school charm.",1,1,1,1,1
360,"Pros and cons seemed equal for my first visit. Made reservation through Open stable and still had a 30min wait, ridiculous. Service at the bar and table was excellent. Food was okay. I had a wedge salad, yum, and crab cakes. The sauce for the crab cakes was horrible. It just didn't work. Normally I send things back, but I was full from the wedge and bread. My husband had the bland and chunk-less lobster bisque (not worth the calorie count) and bone-in rib eye. That steak saved the night. Best steak I have ever put in my mouth. Husband loved it. 
Other things...
Valet parking quick and easy.
Piano player was excellent and she had a really pretty voice. She's in the back of the bar and her performance is projected into the restaurant, a very nice touch.
The Malbec was delish.
They have black napkins if you need them.",0,0,0,0,0
361,Dal Rae is one of my favorite restaurants but Saturday night was service and food was way below what we usually get. We were celebrating our 34th anniversary with my brother and his wife. The service was not great (we had a new guy) and my brothers meal was undercooked and sent back 3 times. They finally took it off the bill but it's not any fun when everyone else is waiting for them to bring the new dish and our food gets cold. They even took back all of our meals at one point. I was truly disappointed this time. We came all the way from Riverside too ðððð,0,0,0,0,0
362,"For our anniversary, I took my wife to dinner. We were helped by an older lady who didnât seem like she was too happy to be serving that day. I get itâs Valentineâs Day, but I still expect some kind of service when the menu is only $80 per person plus drinks and appetizers if you choose. She took my drink order and then when my wife asked, âWhat kind of Moscatos go you haveâ the waitress replied with mojito flavors like mango and spearmint classic. We asked again if those were the types of moscatos and she replied, â yes sweetie, thatâs why it told you the first timeâ We agreed that Mango option would be a good try at something sweet so she picked it. After getting my drink which tasted like rubbing alcohol and my wifeâs drink was just as bad with a hint of mango, we asked our server about our drinks. I said I would get a coke and she commented, â too strong for you honey?â And when my wife mentioned the moscato, she said, â honey, you said mojito, not moscatoâ and began arguing with her about what she said. After that we went for food and asked her to recommend the best steak. She did and proceeded to take my wifeâs order. She came back about 15 minutes later to tell me that my choice( her recommend) was no longer available. So then I asked for another recommend and I ordered the Steak Diane. This reminds me. The time from sit to drinks was an hour and fifteen minutes. Food took an hour and fourth five minutes. 3 hours just on waiting time. It was ridiculous. Again, I get Valentineâs Day, but no one else got it as bad as us. Well, after the amazing, delicious food, we got the check and left. This is the recap from the first time. Not the greatest, but our second trip here make it worth it to come back.",1,1,1,1,1
363,"This is the 2nd time I came to Dal Rae with same opinion. The food is good, but not something to get that excited over. For the price, this place is way over rated. Tons of places offer a much better quality, for way less price. For the price of over $300.00 for 2 people splurging, what a waste. You cant cram another chair in this place, as your back will be bumping against the guest behind you, and very loud clanking and talking all around. Not really romantic at all, however the guy playing live music gave the people in the bar area all his energy which was more ""pretty cool"" than ""soothing atmosphere"" which was the best part of the dinner. In a word this place was just ""meeeh"". Sorry Dal Rae I gave it 2 chances.",1,1,1,1,1
364,I was pretty disappointed with my last visit. I didn't see a note regarding the limited Valentine's Day menu (even though it was the Saturday before) when making my reservation. It was an over priced pre fixe menu and the food just wasn't up to par. There were also some minor housekeeping issues that shouldn't occur in a restaurant of this caliber.,0,0,0,0,0
365,"I was not thrilled with the set valentines menu, service was very slow,  drinks were watered down, and it was expensive which I don't mind at all, buying this case,  I felt it was over priced for what the food and service was.",0,0,0,0,0
366,"It had been a few years since we dined at Dal Rae. Since then they have packed as many tables as you can fit into the restaurant and bar. I had to wait several minutes just to go to the bathroom because I could not get out of the booth we were seated in because the servers were serving the table next to us and blocking my path. The food is excellent. The noise level is high. I would go back again, but not on a weekend.",0,0,0,0,0
367,"The food is always good here, especially their specials. There is not a lot of room for movement which can cause staff to knock things around on their tables with their hips. At times because of space it felt tense and chaotic which is not something you expect at almost $50/ plate. In general, we tend to have a good experience here. But this last visit, the table next to us were making a lot of derogatory racial remarks which was not something we certainly wanted to hear while eating dinner. It is also very volumous in noise level so do not expect quiet.",0,0,0,0,0
368,"Been coming here for years, staple in the community. Love the food! But the service was mediocre. Server forgot a few things at the table.  And the girl that answered the phone was rude when I told her we were going to be 10 min late due to traffic, and when we arrived the same lady was rude to our faces. And when we left she didn't even acknowledge us. She was busy talking to another employee. Normally we are greeted with a smile and we love Dal Rae it's  old school old money that makes this place. But if they want a fresh new crowd for the future then they best get New and vibrant employees who actually want to work. And give good customer service so customers come back. We were there on 1/26 around 730. :/",0,0,0,0,0
369,"Went here for dineLA but was kind of disappointed with the lunch selections. If memory serves me correctly, the price was also a bit higher than what was listed. I had the poor man's pepper steak as the entree and was a bit disappointed with it. The ground beef was kind of mushy tasting which was probably better than being dry. But the sauce didn't have the punch I was expecting from the peppercorns. The spear of romaine/Caesar salad was good but  the dessert was the thing that saved the meal. I had the gold brick sundae which had a lace cookie like basket and it was delicious! Even though we were full, we ate almost the whole thing. My husband ordered the shrimp scampi as the other entree but found it to be only mediocre. We had wanted the prime rib lunch which we had once before but found out that they only served it on Thursdays and Fridays. Oh well, we'll just have to go back on one of those days. The waitress was very friendly and helpful so the meal still was pleasant, just not fabulous.",0,0,0,0,0
370,"The New Years Eve special menu was a surprise and not worth the $100 per person charged.  Service was great, food was not.",0,0,0,0,0
371,Food was excellent,1,1,1,1,1
372,"It really pains me to write this review. We've been loyal customers of Dal Rae for 25 years, dining at least 4-6 times a year. The server we had was abysmal. She treated us like we were customers in a diner. Perfunctory and rude speech, calling us ""hon"" and ""sweetie"", mija and mijo, throwing the plates down in front of us, etc. She got my son's steak order wrong, and  then blamed us for the error. The food was fine, but the service was sub-par.",0,0,0,0,0
373,"My fourth visit to Dal Rae. The ""Pepper Steak"",  a filet mignon covered with pepper and cooked in a special sauce, was wonderfully tender and tasty. The baked potato was perfect. Vegetable appetizers were fresh and appealing. The calamari was overcooked and only mildly warm. Bread was soft but not warm. Butter was cold and hard. House cabernet was pleasantly mild and well blended. Desert pecan pie was unheated, and ice cream topping was extra. After dinner cappuccino was bland. Table was extremely small, making it difficult for the three of us to eat comfortably. Service was extraordinarily good; we arrived at opening, when  there were few other customers. Still, service was attentive throughout the meal. Noise level was moderate; close-by  revelers occasionally made talking difficult to hear. Menu was limited to a Holiday special, one page menu. Prices were outrageous, even for a special holiday menu; since our last visit, several years ago, prices for this holiday menu have risen about 250%. Absolutely a rip-off and indefensible. Overall, the prices caused the value of the experience to be only fair, greatly offsetting the otherwise excellent food and outstanding service. Dal Rae needs to get its prices in line with reality, enlarge its tables for customer comfort, and take other small changes such as warming toast and offering soft, spreadable butter. Keep the great filet mignon, however. Finally, parking is by valet only.",0,0,0,0,0
374,The food was good but I can get food just as good in a lot of places and not be forced to pay for parking or sit in a booth with sunken seats.  They need to upgrade their furniture and give you the option to park your own car.  Will not return.,0,0,0,0,0
375,"The place is old and established, which is a good attribute.  The food however is lackluster.  The dishes have not kept up and the quality of the cooking is inferior.",0,0,0,0,0
376,"The food was outstanding as usual. But the server (Jackie) had her mind on other things. She was preoccupied with others or things and not attentive at all. Her assistant was worse. He never stopped at our table the entire night and he should have. We were in constant need of having waters refilled, drinks sitting empty, and such. Her other tables were somewhat neglected by her but at least her assistant helped on occasion. Just not with our table. Overall, the tables are far too close for quiet dinners and conversation. This place was very loud with ladies shouting over the din. Perhaps they had a little too much alcohol. It was not nice and not acceptable by my standards. Will we return? Yes but not soon.",0,0,0,0,0
377,"The place itserlf is just wonderful.  Service - Excellent
Loved everything but my entree  [Lamb Chops] 
Lamb Chops served raw [ordered Medium] they recooked said entree and returned to me 
Manager gave me a piece of pecan pie for my trouble - he was very charming BUT never enjoyed pie because...I became very ill the next 3  day - not sure if it was this or something else but i sure hated life for a while",0,0,0,0,0
378,"Love this long established restaurant.  Service was average, food was average and just a bit off tonight.  Some aspects of our experience were very good, yet typically everything, from start to finish is perfection on prior visits.  Tonight, not so much.  I am going to chalk this up to an 'off night'.",1,1,1,1,1
379,"We were celebrating a friends belated birthday due to the fact her youngest son passed away around her August birthday and subsequent funeral. That is one reason I wanted it to be extra special for her plus within past 18 months her husband, son-in-law and now son all passed away which is extremely hard for her. We both worked at the Northrop Grumman plant near you and loved to visit your fine establishment from time to time.  
Carole ordered the same option as I did, the chopped salad ,and found it to contain more blue-cheese that she was accustomed too. I had forgotten about the dressing.  She should have ordered your famous Monte Christo instead but wanted to try something different. Therefore, I was disappointed and sad that she didn't speak up and change her order. I wanted this to be a fun and tasteful birthday lunch.  
Thank you for your time and for my lunch.",1,1,1,1,1
380,We will be back because of the food but the service was INCREDIBLY SLOW although everyone was nice.,1,1,1,1,1
381,"Wait was past my reservation time,  we were paged at 745p only to say it was not for us, my  daughter questioned hostess who only gave  us altitude,  arrived at 7p did not have food on table until after 9p by that time we had been stuffed with bread, first time there, not sure would go back",0,0,0,0,0
382,"The Dal Rae restaurant once noted as a fine dining steakhouse has seen its days. The appetizers (calimari and shrimp cocktail) were tasteless heaps. Same goes for the steaks. Although large portions, missing was the flavor, a sign of poorer quality food.",0,0,0,0,0
384,The food was good but not really exceptional. It's not a great place for a vegetarian either....very meat heavy.....In general our whole party felt the prices were high for the service and food.  It took a long time to get greeted at the table and get a wine list...we grabbed one from the next table out of frustration....took an even longer time to take our order.  Never was asked how is everything during the main course....water refilled upon asking....the evening was OK ...nothing too memorable about the meal.  And the individual wrapped small bread sticks in the bread basket are tacky for what this restaurant is trying to be.,0,0,0,0,0
385,"I was told about Dal Rey by a friend who said it was a gem.  We had 730pm reservations but were put on the patio which does not have the ambiance that the restaurant does.   That was disappointing.   I was surprised how expensive the dishes were even with the mediocre sides included.  Rice Pilaf?  Really.  

The reason to go to Dal Rey is for the meat though.  My filet which was over 3 inches high and wide could be cut with that butter knife.  My husband had the lamb chops which were amazing.  

Beware that the peppercorn rub is not that at all.  It is a stack of green onions, bacon and some peppercorns.  My son scraped it off, as he does not like onions.  They should actually re-name the rub as the Dal Rey signature rub which would be more truth in advertising.  

All in all, the meat was good but not sure it was worth the drive and expense.",0,0,0,0,0
387,"After driving 40 minutes to the restaurant the wait time with a reservation was extreme, instead of waiting for seating in the main room, I decided to take a booth in the bar area.  The lounge singer was great and made me want to get out of my seat and dance instead of leaving .  The was food was excellent.",0,0,0,0,0
390,A super restaurant with great food.  Super steak. We love the relish tray and the bread are great.,1,1,1,1,1
391,"I had reservations for 6pm. We were seated after 630pm,only if I shared a booth with 2 other ladies. The Caesar salad was supposed to be made at the table. It wasn't because of too many guests. It took forever for the entree. The food was 5 stars,though. I had mentioned that it was my wife's birthday on the reservation. They never acknowledged her. I would eat there again, but never on a weekend night.",0,0,0,0,0
392,"I've dined at the Dal Rae about a half dozen times.  Being that it's about a 70 mile drive, each time was a celebration of a special occasion.  This visit was no different.

However, this experience was a bit of a disappointment.  My girlfriend's butterflied filet mignon was undercooked, and my bone-in ribeye was under cooked also.  What's more, this happened even after an extensive conversation with our sever.  He was very inquisitive about how we liked our meat prepared.  Additionally, both steaks were under seasoned, too.

As usual though, the table side Ceasar for two, prepared by John, was out of this world.",0,0,0,0,0
393,"I love the Dal Rae on a regular basis. However Christmas Eve was such a disappointment . We had a horrible table at the entrance of the dining room. Everyone and their mother elbowed, bumped or pushed us during the evening.

I had asked for a particular server and she happened to have the worse tables. When I asked for something else, they offered to sit us outside in the patio area..that was not an option so we stayed.

The service was uptight and stressful. The menu was limited and they didn't have some of the items I was looking forward to having. I couldn't of imagined the evening would be that way. 

Had I known ahead of time I would have stayed home and cooked. The idea to spend a holiday there was my mistake.  Expensive evening and not pleasurable.",0,0,0,0,0
394,I love this restaurant and spend every one of my birthdays there. But sorry to say the service was off that night.,1,1,1,1,1
395,"Dal Rae is a local tradition. It was chosen for that reason. Not much has changed here in thirty years, and that's all to the good. Downsides are the prices, which always have been, and continue to be, out of proportion to the quality of food, and the management's tendency to over crowd all of the restaurant 's floor space. There is still a rug on the floor at Dal Rae, but you will be eating so close to the other diners, that conversation across your table will be difficult.",0,0,0,0,0
396,"My best friend and her family have dined here for decades. This was always a family favorite for delicious food and a lovely, quiet, old school dining experience. 

Last night we came to celebrate my best friend's birthday. I specified,on open table, that this was a birthday celebration and that we would like one of their best tables. I actually called to confirm the good table and special birthday was being celebrated.

We arrived 10 minutes early and we're dressed in lovely clothing. They took us to our table....in a stuff corner at the opening to the booming bar, facing the bus boy station. The hotess disappeared before we could speak. We went back to the hotess stand and I expressed my total disapproval of the table and reiterated the requests that I made when I made the reservation. They seated us at the next  table, 6 feet from the first, still with the bar but out of the line of site of the bus station.

Food was delicious and the service was acceptable. The prices are high but the food is scrumptious. I will never come here for a quiet, celebratory dining experience because it does not offer that anymore. If you want to drop 75+ per person, with a booming bario atmosphere, then the Dal Rae is for you. If you ate seeking lively, old school ambience and flare...go to The Summit House in Brea or The Derby in Arcadia.",0,0,0,0,0
397,"Love this place, however, visited on Father's Day and food was good but not great. That day, they had caesar salad available although it was not made fresh at your table side like it usually is. The salad tasted a little fishy (maybe too much anchovies) and lettuce did not look as fresh. As an entree, I ordered the Monterey Chicken with Rice Pilaf. Chicken was ok. Rice pilaf very blan.",0,0,0,0,0
398,"I've been to Dal Rae several times in the past.  I have always enjoyed the food and the service was always good.  This last time I went there (with a work client) the service was not very good.  We had to constantly look for our waiter because she was not paying attention to us; didn't take our orders timely, didn't really check on us during the meal, etc.  The quality of the food was okay; definitely not as good as the previous times that I visited there.",0,0,0,0,0
399,They called it Bistro seating. I call it bull. I was not at Dennys,1,1,1,1,1
400,"both entrees were mediocre. food was under seasoned and lukewarm. Mac and cheese was best thing we had. Not thrilled about spending $100 for something simply not great. 

Great server though!!!",0,0,0,0,0
401,"We had a reservation, yet were seated 45 minutes late.  And, this is the second time this has happened.  The manager explained they were really busy because it was DineLA week.  So, you can't manage your reservations even with extra tables crammed into every little open spot?  What's the point?  Once seated the experience was good, but tarnished by the long wait and manager's lame response.  I will avoid this restaurant during future special events like DineLA.",0,0,0,0,0
402,"Not meant as a put-down but on a recent business trip I was stunned a bit by the lack of finer restaurants in the area. Yes, you have choices 10 miles to the west, but traffic is a quagmire, so something close is pretty intriging. We dined as Steven's the first night, but the so-so experience compelled us to seek something close that idnt require freeway access. We found Dal Rae. Similar steakhouse a bit past its prime but the experience was still pretty decent. Steaks were good and sides held up well. Service was excellent. My standards tend to scale with what the area has to offer and Dal Rae met those expectations.",0,0,0,0,0
403,Made a reservation for 8 pm but wasn't seated until closer to 8:30 pm,1,1,1,1,1
404,"The drinks are terrible probably the worst I've ever had, never again will I get a drink there.  That said the food is very good, and I will definitely return.",0,0,0,0,0
405,"Four of us had dinner together. Made reservation several days in advance. Had a drink in the bar which was very nice. The atmosphere was very relaxing. The bar tender was most attentive.

The restaurant felt a little crowded, several larger parties at the time. The table that we were sat at was really to small for 4 people, perhaps three at the most. The food was good and the service was timely.",0,0,0,0,0
407,"Very busy Tuesday night, waitress had no clue about the wines, the Ceaser Salad was dreadful. The main course was really good for all five of us, very pricy and not really worth the money. Years ago this restaurant was exceptional, maybe we just got a bad night. Won't be returning anytime soon.....",1,1,1,1,1
408,The steak was as good as it gets but the service was average at best.,1,1,1,1,1
409,"The way it was... and only sometimes still is. Great personal service. Spot on martini's, good table side Caesar, Prime rib fine but pepper steak served med well - not medium rare as ordered and cold. Sat around waiting?",0,0,0,0,0
416,I was disappointed that I orderd table side preparation and it was not preformed at our table . The restaurant was not crowded so I'm not sure why they couldn't prepare food as advertised . I had steak Diane the meat was very tender but very under cooked. Also got a message from open table asking why I hadn't honored my reservation.,0,0,0,0,0
417,"Service was great. Unfortunately, the filet mignon and the gargantuan lobster tail were overcooked and bland in taste. I' 've had better meals there on previous visits.",0,0,0,0,0
418,"Don't try the crab stuffed mushrooms, the flavor was a bit odd, didn't care for what the hollandaise and lemon flavored sauce on the mushroom. The rest of our food was delicious. We had the cesar salad which was prepared in front of us from scratch. The peppered steak which was cooked to perfection, medium rare. For dessert we had the Cherries Jubilee, very delicious and they flambe the cherries in front of us too. The best part however was the pickels that are brought to the table with radishes and carrots. We even asked for a second helping of the pickels. Our waiter was great and attentive. The host that brought us to our table did not notice that their was only place settings for one, and we had to ask for the bread plate and fork.",0,0,0,0,0
420,I go to Del Rae about 6 times a year. This past time we were there we felt rushed to leave. We had only been there an hour when the waitress asked if we needed any food packed and gave us the bill. I am not sure if we will return.,1,1,1,1,1
421,"From our arrival to our seating it was outstanding, but our assigned waiter continued to disappear and out of sight for very long periods of time. It was a hopeless feeling not being able to get our drinks refilled. Our dinner took longer than usual to arrive, but considering it was Valentine's evening, it was expected. We have never experience being abandoned by our waiter and is the first. We will continue to be loyal customers of Dal Rae because we LOVE their steaks!",0,0,0,0,0
422,"Food was phenomenal , everything everyone promised it would be. The service however definitely left something to be desired, although my wife and I were promptly seated, we were asked to move to another table twice. We probably waited 10mins for menus and server not, what I'd expect from such a highly recommend establishment. Im hoping because it was on such a busy day service was so poor and not a regular accurance. All and all a decent experiance.",1,1,1,1,1
423,"I ordered their ""famous peppercorn"" steak --with peppercorn sauce. It was not anything at all like traditional peppercorn sauce and had bacon in it. The steak was tender and delicious, but would have been better without their version of peppercorn sauce. It was easy enough to scrape off, but I was disappointed as I had set my mind to having some really good peppercorn sauce. Service was nice and friendly.",0,0,0,0,0
424,"The Dal Rae is a quality Old School Steak House. The menu will not blow your socks off, but the quality of the food is good and classically prepared. It is very similar to The Derby in Arcadia.",1,1,1,1,1
425,"Too pricey for the quality of food. Drinks were excellent but how can you mess up scotch on the rocks?
Will go again but stay at the bar.",1,1,1,1,1
426,"We've heard about this place numerous times after having moved in the area. We finally decided to come through Dine LA week and ordered their classic petite filet, minestrone with chicken soup, stuffed crab mushrooms, creme brulee and ice cream sundae. There was quite a bit of a wait, even with reservations. A much older atmosphere and a bit loud.

Service was nothing over the top to make our dinner any more memorable, but they did their job and were friendly.
Food was not something memorable. The filet came out a bit dry and heavy loaded with their house onion/bacon/other greens chooped on top. Not being an onion fan, they taste was a bit overwhelming.

It's a must-go for its history, but would not be one of our go-to places for steak.",0,0,0,0,0
427,"The hostess who seated us was very rude. When I informed her that I had a reservation she looked me up and down and said, ""uh-huh"". This is not the first time this hostess has been rude to guests at this establishment. She is old and tired and looks like she hates her job. I work in customer service and there's no way I would allow my employees it treat customers in this manner. It's a shame because I really enjoy the food and ambiance at Dal Rae but this old hag really needs to go. Management needs to get someone new and energetic and respectful to work in the front of this restaurant. After all, the hostess is the first impression the customer sees when coming to dine.",0,0,0,0,0
428,"Great service. Loved the old style relish tray on ice and the generous bread basket. The breading on the Calamari was without any salt, pepper or spices and too bland. The house special, Chilean Sea Bass, was great. The peppered steak was not enjoyable to me because it had green onion and other ingredients on it where I prefer just cracked black pepper. The steak itself was very tender and good. The cheese cake with fresh berries was outstanding. We will go back.",0,0,0,0,0
430,Loved the food and our waitress... but not the service at the bar! The bartender was very rude!,0,0,0,0,0
431,"We have been coming here for years. Family favorite. The hostess was in a hurry and walked ahead of us and never even waited for us to catch up. She put the menu's on the table and walked away. I asked to be seated away from the kitchen and any bus stations. So where do they seat us? In front on the kitchen and in front of the bus station. I made our reservations a month in advance and when I said something the hostess said ""We can't guarantee anything during the holidays"". The baked scallops cava de oro has been our favorite but when it arrived the sauce was broken and it did not taste as good as in the past. My prime rib was delicious and so was the poached Salmon. For the price, they need to step it up.",0,0,0,0,0
432,"We just celebrated our anniversary here. The food was superb. We loved the filet mignon pepper steaks. The presentation was great. The Rock Shrimp appetizer was wonderful. But, the tables were squeezed so closely together that it didn't seem like a private celebration.

The service was forgettable. Slow and unattentive. We had to wait between 10-15 minutes each time for the waitress to come and see how we were doing. So, the coffee cups sat empty much of the evening. Even when she came, she didn't notice that we needed anything. I had to ask her to refill water, coffee, butter, etc many times. She didn't seem to notice us at all.

Overall, we like the place and will return because the food is so much better here than anywhere else.",0,0,0,0,0
433,"Del Rae is one of my favorite places for going back to the late 50's or 60's! The restaurant is a ""feedback"" to those times in the past where elegant dining was something to appreciate. The servers, the food, the ambience are all indicative of good times past.
Will go back again and again! Good memories from the past.",1,1,1,1,1
434,"After being told about this place for years, my wife and I decided to try it for my birthday. Overall, it was not a bad experience, but everything was overpriced....well overpriced. I know it's an old school place, but what you pay for and what you get was not commensurate with other fine dining restaurants. That being said, the wait staff was friendly and courteous. The best part of the night was my steak - it was actually pretty good and I'll go back for that when the time calls.",0,0,0,0,0
435,"I chose the Dal Rae to celebrate my birthday with my wife and children. I was disappointed that the valet was understaffed and then we waited over 50 minutes for our table with a reservation. In addition, it seems like they've packed extra tables so that the table side preparations the restaurant is known for were not possible.",0,0,0,0,0
436,"The surf and turf was delicious; the decor is something out of an old folks home. It was dark and i needed help reading the menu. We dressed up thinking it was an upscale place with a dress code but people were there in ball caps, others in shorts and sneakers. Our server was great with the perfect amount of attentiveness. There was a gentleman going around talking at different tables trying to be funny, he was very annoying... the server said it was the owner. I might have given it a four star if i didnt have to put up with this! I checked this place off my list, i won't go back.",1,1,1,1,1
437,"will definitely return as it is best restaurant in the area. menu is a throwback to the 1980s, but that works for it.",1,1,1,1,1
438,Del Rae over charged me for salads.  We had 6 guests and they charged for 8 salads.  Have not had the time to contact them for reimbursement.,0,0,0,0,0
439,"Seated right away as we were late due to traffic. Very busy for Valentines Day crowd w/people waiting in the bar. Limited menu selections but so many excellent choices to choose from. Both of our meals were prepared just as we ordered w/I a timely manner. Service was prompt & professional. Only issue we noticed was the combination of music being played over the speakers & the live entertainment in the lounge. They really clashed making it hard to have a discussion w/o raising our voices. The full room & the loud dinner party next to us didnt help either.
We probably return but not on a holiday.",0,0,0,0,0
440,"Classic dinner and good. Drinks in the bar are generous, perhaps too generous.",1,1,1,1,1
441,We went for Dine LA Week and the food was lacking flavor.,1,1,1,1,1
443,Food is great but service was very slow,0,0,0,0,0
444,Long wait for entree....over 30 minutes after salad,0,0,0,0,0
445,"Until 2 years ago, Dal Rae was a frequent favorite for unwinding with great wine, fabulous food, and impeccable service. After moving away, I've visited at least once every 6 months. This last visit it was sad to see that the wait staff has changed, and not for the better. First, no butter with the bread, we had to ask for the ordered coffee, dinner plates were left well after completed and set aside, and no crumb sweep. Highly unlike the Dal Rae service I knew and loved. Hopefully all will improve by the next visit.",0,0,0,0,0
446,Took a long time for our server to take our desert order,1,1,1,1,1
448,"First time in years I got a tough steak (bone-in rib eye)! The server offered to take them back but we decided it'll probably be the same tough (same cow?) and also very wasteful. The balsamic vinegar was overpowering on our wilted spinach salad and we couldn't finish it. I personally was disappointed as I have been going to Dal Rae for many years (25+) and brought an out of town guest(first visit)who was not impressed and said she wouldn't care to go again :-( I, on the other hand, live in the San Gabbriel Valley and would still go as it is one of my all time favorite restaurants and I like to think it was just not a bad night.",0,0,0,0,0
449,"This is the best in the Montebello/pico Rivera area, but can not compare to what you can get for the same price if you dine in LA or West LA.",1,1,1,1,1
450,"I took my Mom for her 80th birthday. The food was very good and so was our waiter. The only special request I had was not to be seated near a bus station or the kitchen. So I was pretty disappointed when they sat us right next to a bus station. I asked to sit one table over and the hostess let us know it was reserved. I said, well, I made reservations as well. I spoke with Marcie who was in charge at the front and all she wanted to do was argue and make excuses. This is not the tactful Dal Rae that I am used to. We came early, 6 pm too,so there were tables available. The marred what could have been a great experience.",0,0,0,0,0
452,"We have been dining here for many years. Last night we ordered the large prime rib cut for the 2 of us. We ordered it medium to medium rare. What we got was a badly overcooked prime rib. It had no color, it was not an end-cut but a center cut. The meat was good but should have been served. We debated about sending it back but did,nt have time having show reservations.",0,0,0,0,0
453,"The food was very good. The bread (the 'regular' and the cheese bread) were excellent!Service was very good and we had very friendly and efficient waitress and service staff.
I found the restaurant to be very crowded and therefore, noisy. We had a table in the middle of an aisle and another table was later added behind our table. It was placed right up to our table so that it was almost impossible for one of our party to get out of her chair. Two of our chairs were 'small' and uncomfortable. We were first given a table that was right next to the kitchen door so I said I did not want it. We were given a different table, one 'over' so not quite so bad. Since we had a reservation for several days I thought that would ensure better.",0,0,0,0,0
454,"Although the food was good, the service was semi-attentive, it was busy with many parties and we felt rushed to get out.",0,0,0,0,0
455,Well I made my reservations through open table but at Del Rae didn't my reservations. This has never happened before - thank god I had my confirmation email..... But even after showing it to the host she said it didn't matter cuz it wasn't in her computer. she finally gave us a square beeper and we had to wait.,1,1,1,1,1
456,"The food was excellent and was beyond expectations.. Better than Morton's or Ruth Chris.
The table service needs polishing. The mixed drinks didn't meet the same standard as the meal and the wine glasses were spotty and cheap. Made a reservation at 8pm and yet still had to wait until 830pm to be sited.
Loved the ambient the place is romantic and has its own unique feel to it. Will go back again for the food just hope the service and glasses they serve wine better.",0,0,0,0,0
457,"This was the first time I've been to Dal Rae. The food was good but not great. The service was very good, as for ambiance, we were seated in a small patio room which was not as nice as I expected for Dal Raes reputation. I live in the area and have been to Clearmans as well. If I had to choose, Steak and Stein wins out every time.",0,0,0,0,0
458,"Had to wait almost 40 mins to be seated even though we had a reservation. We had to squeeze by other tables, wait staff, etc. to get to our booth. Food had its highs and lows. My filet mignon pepper steak was delicious! I can see why people rave about it. Their version of Greek Salad and Penne Arriabata on the other hand was extremely poor. I have found better renditions at the Food Court at the mall. The Veal Piccata was decent yet very small portions in comparison to other dishes. Aside from the steak I thought based on the quality of the plates they were way overpriced. Drinks and wine were very good. Overall, only come if you want steak. Seems the other stuff is just ""meh"".",0,0,0,0,0
459,"Food did not meet expectations. The prime ribs were fair despite reading great reviews. Best part of the meal was the baked potato. Disappointed by dessert, ordered flour less chocolate cake and you could see where the burnt edges had been cut off. Did not expect something cheesy like that from a restaurant of this supposed caliber.",0,0,0,0,0
460,"It would have been an outstanding evening, however for a reservation at 6:00 that we arrived 15 minutes early for did't happen until 7:oo. We weren't given a beeper until 6:30 and then had to go to the hostess several times to check. It was aggravating hearing that we were waiting on a table that was seated at 5:00 and our reservation was for 6:00. You can't possibly expect someone to take only and hour for dinner there. The highlight was our waitress who heard of our plight and took excellent care of us in an extremely timely manner!!!",0,0,0,0,0
461,"We waited for over 40 minutes for our table even though we had reservations. The food was good but not worth the price. A little bit overpriced for the quality. I might go back, but not sure.",1,1,1,1,1
462,Poor service. Extremely slow and unresponsive waitress. Prime rib was excellent. Wine list was adequate. Again don't know if they were short handed but it was unusually slow service . Frustrating.,0,0,0,0,0
463,"I enjoyed the piano bar while waiting for our table. This was our anniversary and the songs were member able classic oldies :)
The food was delicious and was served promptly and I loved our server she made us feel right at home.",0,0,0,0,0
464,"Some items were very good - the bread, the caeser salad, the sea bass. Some items were disappointing - the steak was dry; the halibut was dry. The vegetables on the plate looked frozen and silly for such a pricey place. The service was attentive. We were overall disappointed as the meal was expensive and the quality was disappointing in several dishes.",0,0,0,0,0
465,"I had not visited Del Rae since 1993, and it was just a I remember it. Excellent service and very good food. It was a bit nostalgic to visit a restaurant from so long ago.",1,1,1,1,1
466,"Great food. Great waitstaf. Great atmosphere. Horrible Hostesses. These two women one older, one middle aged blonde, are so unfriendly, curt, and downright rude to non regulars it is ridiculous. I come a few times s year to the Dal Rae and they ruin a flawless experience everytime! Time to replace these two with friendly happy people who enjoy their job...",0,0,0,0,0
467,"This is the best restaurant in the Montebello/Pico Rivera area for dates or special occasion. Having said that, don't expect food to be like what you'll find in the West LA area. It is good old American, huge serving, high calorie food, not your California/French refined food. If you know what to expect, you will enjoy the food here. If you are a petite person, you will have left overs for next day's lunch. Go hungry & enjoy!",0,0,0,0,0
